workload,vm_mean_mib_per_sec,docker_mean_mib_per_sec,docker_difference_vs_vm_percent,vm_cv_percent,docker_cv_percent
sequential_write,111929.59,128052.706,14.40469495153159,7.036113628075628,2.934897167576056
sequential_read,212981.474,268669.496,26.146885432861637,7.804935517701179,1.7385902853550117
random_write,6103.132,6127.324,0.3963866421371848,2.0967874921907064,0.6556251047629311
random_read,24879.044,26112.94,4.959579636580879,3.0711029619959382,1.6384167912452354
